date,lane,cc_id,num_bifurcations,num_mergers,wave_length
2022-11-30,1,1,0,0,0.1945349536822007
2022-11-30,1,2,0,0,0.045807809510542
2022-11-30,1,3,0,0,0.0884122616818956
2022-11-30,1,4,0,0,0.0580189674731812
2022-11-30,1,5,0,0,0.157485217848702
2022-11-30,1,6,7,6,2.9353392573784376
2022-11-30,1,7,4,1,2.169797609466777
2022-11-30,1,8,0,0,0.0550283521748653
2022-11-30,1,9,0,0,0.8957570745653243
2022-11-30,1,10,2,1,2.2096056566813687
2022-11-30,1,11,0,0,0.1302377972678599
2022-11-30,1,12,2,1,1.447539192645209
2022-11-30,1,13,0,0,3.4870797935318194
2022-11-30,1,14,0,0,0.3396861955235266
2022-11-30,1,15,3,3,2.9362406000847514
2022-11-30,1,16,0,0,0.0479026285874724
2022-11-30,1,17,5,2,3.817601661001405
2022-11-30,1,18,0,0,0.51079007345772
2022-11-30,1,19,0,0,0.1541943288159544
2022-11-30,1,20,12,9,3.676400015622626
2022-11-30,1,21,0,0,0.1733315013514342
2022-11-30,1,22,0,0,0.4919730716322448
2022-11-30,1,23,0,0,0.0372609037751772
2022-11-30,1,24,0,0,0.1075488097833172
2022-11-30,1,25,0,0,0.0706468510912259
2022-11-30,1,26,0,0,0.0956591333617353
2022-11-30,1,27,0,0,0.2884324457920684
2022-11-30,1,28,1,2,2.9203970125593415
2022-11-30,1,29,0,0,0.0336543182206554
2022-11-30,1,30,0,0,0.3768499621408239
2022-11-30,1,31,0,0,0.0830774809792416
2022-11-30,1,32,0,1,1.7181722030224122
2022-11-30,1,33,0,0,0.3243407678317993
2022-11-30,1,34,0,0,0.1379754390274641
2022-11-30,1,35,22,15,3.757554687010632
2022-11-30,1,36,0,0,0.2801692286653647
2022-11-30,1,37,0,0,1.818714283983077
2022-11-30,1,38,0,0,0.0893071639475522
2022-11-30,1,39,4,5,2.4646177116027346
2022-11-30,1,40,0,0,0.0736040838070266
2022-11-30,1,41,0,0,0.0372050293011554
2022-11-30,1,42,0,0,0.0672460905184522
2022-11-30,1,43,0,0,0.036721534504295
2022-11-30,1,44,0,0,0.0657439600708116
2022-11-30,1,45,0,0,0.2695161022595442
2022-11-30,1,46,17,15,3.616637790134384
2022-11-30,1,47,0,0,0.2765435709227475
2022-11-30,1,48,0,0,0.1321094336565167
2022-11-30,1,49,0,0,1.0905310569724662
2022-11-30,1,50,0,0,0.1365393789079476
2022-11-30,1,51,0,0,0.0258378005245205
2022-11-30,1,52,10,11,3.53259411784623
2022-11-30,1,53,0,0,0.0589328946598755
2022-11-30,1,54,2,1,2.268694221452946
2022-11-30,1,55,0,0,0.2019067575904287
2022-11-30,1,56,5,5,3.774582636902572
2022-11-30,1,57,0,0,0.0690295996060683
2022-11-30,1,58,2,0,1.2995885532930842
2022-11-30,1,59,0,0,0.180391175027978
2022-11-30,1,60,0,0,0.0191379243339611
2022-11-30,1,61,0,0,0.0435553135048536
2022-11-30,1,62,0,0,0.1812712279961275
2022-11-30,1,63,0,0,0.2627545946554193
2022-11-30,1,64,0,0,0.0728987280516051
2022-11-30,1,65,8,10,3.541973539266472
2022-11-30,1,66,10,12,3.721032830431149
2022-11-30,1,67,0,0,0.0768772631162661
2022-11-30,1,68,0,0,0.0131864309313414
2022-11-30,1,69,0,0,0.0455994533717358
2022-11-30,1,70,0,0,0.788740617067198
2022-11-30,1,71,8,10,3.6103785486229896
2022-11-30,1,72,0,0,0.0662067110196105
2022-11-30,1,73,0,0,0.1478608440706708
2022-11-30,1,74,0,0,0.2500621433923626
2022-11-30,1,75,0,0,0.3287576774021445
2022-11-30,1,76,1,1,2.7061619302441073
2022-11-30,1,77,10,10,3.7328899884837554
2022-11-30,1,78,0,0,0.0869140778404684
2022-11-30,1,79,0,0,0.3522000145757005
2022-11-30,1,80,0,0,0.0540252091621624
2022-11-30,1,81,0,0,0.2008164280210849
2022-11-30,1,82,0,0,0.0466921383404326
