date,lane,cc_id,num_bifurcations,num_mergers,wave_length,cluster
2022-11-28,3,62,0,0,0.1241314924178311,0
2022-11-28,3,63,0,0,0.3163424307940161,0
2022-11-28,3,64,0,0,0.0690927760395396,0
2022-11-28,3,65,0,0,0.1195017531554754,0
2022-11-28,3,66,0,0,0.727726466207784,0
2022-11-28,3,67,1,0,1.1840759748866034,0
2022-11-28,3,68,17,13,3.7699465991928847,2
2022-11-28,3,69,0,0,0.0876738620917763,0
2022-11-28,3,70,0,0,0.0235565638025363,0
2022-11-28,3,71,0,0,0.0131184907989805,0
2022-11-28,3,72,0,0,0.1995636990503726,0
2022-11-28,3,73,0,0,0.1072780833103692,0
2022-11-28,3,74,0,0,0.0155908263579007,0
2022-11-28,3,75,0,0,0.1489153402299834,0
2022-11-29,3,1,0,0,2.0822891695426833,0
2022-11-29,3,2,2,1,1.2778150809999502,0
2022-11-29,3,3,5,5,3.471586049707362,2
2022-11-29,3,4,0,0,0.0363339743097554,0
2022-11-29,3,5,0,0,0.1001762987590808,0
2022-11-29,3,6,1,1,1.0431612705742168,0
2022-11-29,3,7,0,0,0.2757080704677506,0
2022-11-29,3,8,1,0,0.1733053750967599,0
2022-11-29,3,9,0,0,0.8623529332454254,0
2022-11-29,3,10,1,0,2.4283339070265626,0
2022-11-29,3,11,0,0,0.0706873831528867,0
2022-11-29,3,12,11,6,3.4824917985019184,2
2022-11-29,3,13,7,8,3.77991420695313,2
2022-11-29,3,14,0,0,0.1068025120355926,0
2022-11-29,3,15,0,0,0.0890694656948696,0
2022-11-29,3,16,6,4,3.4707267781094657,2
2022-11-29,3,17,0,0,0.135967660717867,0
2022-11-29,3,18,0,0,0.0946887762271657,0
2022-11-29,3,19,0,0,0.7568084471677494,0
2022-11-29,3,20,0,0,0.0599030471166983,0
2022-11-29,3,21,0,0,0.2149685768934759,0
2022-11-29,3,22,0,0,0.1953091246060481,0
2022-11-29,3,23,0,0,-0.0005204322828262,0
2022-11-29,3,24,1,1,0.9543039475196338,0
2022-11-29,3,25,13,13,3.3160067759401812,2
2022-11-29,3,26,0,0,0.3874344583056484,0
2022-11-29,3,27,0,0,0.0420608153179884,0
2022-11-29,3,28,0,0,0.2765930141899488,0
2022-11-29,3,29,1,2,3.0170292617320342,0
2022-11-29,3,30,0,0,0.1872074928873246,0
2022-11-29,3,31,13,14,3.408835848702857,2
2022-11-29,3,32,0,0,0.0844475164775886,0
2022-11-29,3,33,0,0,0.0789848671880122,0
2022-11-29,3,34,0,0,0.0909928219937654,0
2022-11-29,3,35,0,0,0.0223331138950726,0
2022-11-29,3,36,3,0,1.808337859508896,0
2022-11-29,3,37,25,27,3.80632958147298,1
2022-11-29,3,38,0,0,0.066258832745504,0
2022-11-29,3,39,0,0,0.0611631110359525,0
2022-11-29,3,40,0,0,0.1332439663978206,0
2022-11-29,3,41,0,0,0.0497409180644865,0
2022-11-29,3,42,0,0,0.0659315101864805,0
2022-11-29,3,43,76,26,3.788408850491649,1
2022-11-29,3,44,0,0,0.1903045513511401,0
2022-11-29,3,45,0,1,0.3977848740570451,0
2022-11-29,3,46,0,0,0.1102822862683652,0
2022-11-29,3,47,1,2,0.9842286042822436,0
2022-11-29,3,48,7,11,1.4677813795821564,2
2022-11-29,3,49,0,0,0.1178062372321235,0
2022-11-29,3,50,1,1,0.1452513402419057,0
2022-11-29,3,51,0,0,0.1608159707670395,0
2022-11-29,3,52,0,0,0.593866968180933,0
2022-11-29,3,53,0,0,0.0205641248893186,0
2022-11-29,3,54,0,0,0.4782669402741675,0
2022-11-29,3,55,0,0,0.0687863968761846,0
2022-11-29,3,56,0,0,0.0735701789684526,0
2022-11-29,3,57,0,0,0.238172623477574,0
2022-11-29,3,58,0,0,0.009732591968472,0
2022-11-29,3,59,0,0,0.0882495239146763,0
2022-11-29,3,60,1,0,0.1190742472882249,0
2022-11-29,3,61,1,1,0.9804284340760744,0
2022-11-29,3,62,0,0,0.3155188862395377,0
2022-11-29,3,63,0,0,0.0781343681685626,0
2022-11-29,3,64,9,9,2.49933505102706,2
2022-11-29,3,65,0,0,0.0417667787285864,0
2022-11-29,3,66,0,0,0.0635922953060514,0
2022-11-29,3,67,0,0,0.2606829129393802,0
2022-11-29,3,68,0,0,0.1998678125058361,0
2022-11-29,3,69,5,1,0.6616876157223857,0
2022-11-29,3,70,4,3,0.7606759164155363,0
2022-11-29,3,71,0,0,0.0177839447516419,0
2022-11-29,3,72,0,0,0.1000081901601177,0
2022-11-29,3,73,0,0,0.2087194356588,0
2022-11-29,3,74,1,3,1.276518654285674,0
2022-11-29,3,75,0,0,0.0860383027181797,0
2022-11-29,3,76,0,0,0.050825174123787,0
2022-11-29,3,77,0,0,0.0826053484393156,0
2022-11-29,3,78,0,0,0.0689871237307642,0
2022-11-29,3,79,5,6,1.9477042574071035,2
2022-11-29,3,80,0,0,0.1322356289544544,0
2022-11-29,3,81,0,0,0.1397173026992035,0
2022-11-29,3,82,0,0,0.0276174559829556,0
2022-11-29,3,83,1,2,0.8010445470361489,0
2022-11-29,3,84,0,0,0.3206162943100636,0
2022-11-29,3,85,0,0,0.1840443530258966,0
2022-11-29,3,86,0,0,0.0305784969569273,0
2022-11-29,3,87,0,0,0.1289644974666117,0
2022-11-29,3,88,2,2,0.5221837793809314,0
2022-11-29,3,89,0,0,0.4266925730532449,0
2022-11-29,3,90,0,0,0.0567780040131538,0
2022-11-29,3,91,0,0,0.2124360089183596,0
2022-11-29,3,92,0,0,0.1654218190562559,0
2022-11-29,3,93,2,2,0.8684117586825764,0
2022-11-29,3,94,0,0,0.1250240253569927,0
2022-11-29,3,95,0,0,0.0523059320917269,0
2022-11-29,3,96,0,0,0.1083915603255363,0
2022-11-29,3,97,0,0,0.0131542372168169,0
2022-11-29,3,98,0,0,0.0327282529445156,0
2022-11-29,3,99,1,2,1.1152013816273936,0
2022-11-29,3,100,1,0,0.16525409322049,0
2022-11-29,3,101,0,1,0.7761123063868283,0
2022-11-29,3,102,7,6,2.9322932841998792,2
2022-11-29,3,103,0,0,0.0664253617887169,0
2022-11-29,3,104,0,0,0.0807852741184902,0
2022-11-29,3,105,0,0,1.8264066880415089,0
2022-11-29,3,106,0,0,0.2096356309129632,0
2022-11-29,3,107,5,7,3.456741512658646,2
2022-11-29,3,108,0,0,0.1279912088232464,0
2022-11-29,3,109,0,0,0.4787925252728584,0
2022-11-29,3,110,3,1,1.1333654385883207,0
2022-11-29,3,111,0,0,0.183370929312602,0
2022-11-29,3,112,0,0,0.1390088847834789,0
2022-11-29,3,113,0,0,0.0277078846545251,0
2022-11-29,3,114,0,0,0.1038499890243613,0
2022-11-29,3,115,0,0,0.0671243746359735,0
2022-11-29,3,116,0,0,0.0771092207792349,0
2022-11-29,3,117,2,0,0.4396355453589038,0
2022-11-29,3,118,0,0,0.0647207913506662,0
2022-11-29,3,119,0,0,0.0752271531352803,0
2022-11-29,3,120,1,0,1.1686381846467595,0
2022-11-29,3,121,1,0,0.0850278244951994,0
2022-11-29,3,122,0,1,0.5819930838604961,0
2022-11-29,3,123,5,4,1.9414604925064651,2
2022-11-29,3,124,0,0,0.071030629193352,0
2022-11-29,3,125,1,2,1.3834966893252485,0
2022-11-29,3,126,0,0,0.180728792991502,0
2022-11-29,3,127,0,0,0.0563196838982591,0
2022-11-29,3,128,0,0,0.0064307206108438,0
2022-11-29,3,129,0,0,0.1251705273414955,0
2022-11-29,3,130,0,0,0.0696877317067432,0
2022-11-30,3,1,0,0,0.0419694692125744,0
2022-11-30,3,2,0,0,0.0451164158284811,0
2022-11-30,3,3,0,0,0.9890425347698866,0
2022-11-30,3,4,0,0,0.1751797368050134,0
2022-11-30,3,5,0,0,0.0340822190544471,0
2022-11-30,3,6,1,1,0.2762450948556108,0
2022-11-30,3,7,0,0,0.4349833693756295,0
2022-11-30,3,8,0,0,0.0658581201810122,0
2022-11-30,3,9,0,0,1.1819022884276649,0
2022-11-30,3,10,1,0,0.1848322201645729,0
2022-11-30,3,11,0,0,0.4213513506312907,0
2022-11-30,3,12,0,0,0.7812683515830088,0
2022-11-30,3,13,0,0,0.0573674606167031,0
2022-11-30,3,14,6,3,1.5606592392274337,2
2022-11-30,3,15,5,8,3.237031065756078,2
2022-11-30,3,16,0,0,0.0439270977153611,0
2022-11-30,3,17,1,0,1.6481747887666458,0
2022-11-30,3,18,0,0,0.0877830792364662,0
2022-11-30,3,19,0,0,0.5780216396590134,0
2022-11-30,3,20,0,0,0.1157117504365601,0
2022-11-30,3,21,0,0,0.1342730988931961,0
2022-11-30,3,22,0,0,0.1218948583596031,0
2022-11-30,3,23,2,0,1.610794791558341,0
2022-11-30,3,24,1,0,0.1326860422838933,0
2022-11-30,3,25,9,10,3.4798741836581257,2
2022-11-30,3,26,0,0,0.1451653114155107,0
2022-11-30,3,27,4,3,1.478014715374634,0
2022-11-30,3,28,0,0,0.0742758691275113,0
2022-11-30,3,29,0,0,0.0480629206657212,0
2022-11-30,3,30,0,0,0.032194982448324,0
2022-11-30,3,31,0,0,0.033485550579229,0
2022-11-30,3,32,0,0,0.060621767212055,0
2022-11-30,3,33,4,2,1.1964275102037547,0
2022-11-30,3,34,0,0,0.0524550136262291,0
2022-11-30,3,35,0,0,0.0352390737696808,0
2022-11-30,3,36,0,0,0.0792633858012052,0
2022-11-30,3,37,0,0,0.6028397992539496,0
2022-11-30,3,38,1,0,0.9715747555017202,0
2022-11-30,3,39,0,0,0.1126367072091198,0
2022-11-30,3,40,0,0,0.4293874340335293,0
2022-11-30,3,41,0,0,0.1891926379131021,0
2022-11-30,3,42,0,0,0.123927966244743,0
2022-11-30,3,43,0,0,0.0516432114740155,0
2022-11-30,3,44,3,1,1.595963426968872,0
2022-11-30,3,45,0,0,0.7790728788570647,0
2022-11-30,3,46,0,0,0.214883975548723,0
2022-11-30,3,47,3,3,1.4478544429232798,0
2022-11-30,3,48,0,0,0.2160188450977571,0
2022-11-30,3,49,0,0,0.1068452607336283,0
2022-11-30,3,50,0,0,0.0340946222576619,0
2022-11-30,3,51,0,0,0.5777918824084267,0
2022-11-30,3,52,0,0,0.8148931357341169,0
2022-11-30,3,53,0,0,0.0869883806510714,0
2022-11-30,3,54,0,0,0.0649510439869303,0
2022-11-30,3,55,0,0,0.4599652786191655,0
2022-11-30,3,56,3,0,1.2896791945078547,0
2022-11-30,3,57,0,0,0.2920758918480146,0
2022-11-30,3,58,0,0,0.0423622395424416,0
2022-11-30,3,59,15,18,1.7683188370966505,2
2022-11-30,3,60,2,5,1.119684222838849,0
2022-11-30,3,61,0,0,0.0286498243476884,0
2022-11-30,3,62,0,0,0.479408104651732,0
2022-11-30,3,63,1,1,0.5707688465338805,0
2022-11-30,3,64,0,0,0.3216212355801957,0
2022-11-30,3,65,10,9,2.577787949610496,2
2022-11-30,3,66,0,0,0.0676109477897881,0
2022-11-30,3,67,4,1,0.7035957395235499,0
2022-11-30,3,68,0,1,0.3474109780125403,0
2022-11-30,3,69,44,17,3.4316609608168775,1
2022-11-30,3,70,0,0,0.558976913606827,0
2022-11-30,3,71,1,0,0.5271105041104818,0
2022-11-30,3,72,0,0,0.0471936794043372,0
2022-11-30,3,73,0,0,0.1577179106660153,0
2022-11-30,3,74,0,0,0.2030687231812393,0
2022-11-30,3,75,1,1,1.2131933000487507,0
2022-11-30,3,76,0,0,0.0128400748970491,0
2022-11-30,3,77,0,0,0.0575486839256171,0
2022-11-30,3,78,0,0,0.0149233573115026,0
2022-11-30,3,79,0,0,0.0759594944890338,0
2022-11-30,3,80,0,0,0.229057990095022,0
2022-11-30,3,81,0,0,0.0671571318252475,0
2022-11-30,3,82,0,0,0.785718528585484,0
2022-11-30,3,83,0,0,0.060707563323703,0
2022-11-30,3,84,0,0,0.0945995362988654,0
2022-11-30,3,85,0,0,0.1579164487019326,0
2022-11-30,3,86,0,2,1.7599082268293813,0
2022-11-30,3,87,0,0,0.1430238740182403,0
2022-11-30,3,88,0,0,0.0513928395398579,0
2022-11-30,3,89,4,5,3.4180374504621938,2
2022-11-30,3,90,0,1,0.9770839567054992,0
2022-11-30,3,91,0,0,0.0740300429363216,0
2022-11-30,3,92,5,3,1.695983195332964,0
2022-11-30,3,93,0,1,0.4839141950812688,0
2022-11-30,3,94,7,7,1.452300930950905,2
2022-11-30,3,95,0,0,0.2587946042930298,0
2022-11-30,3,96,0,0,0.0748522049667883,0
2022-11-30,3,97,13,14,3.7869864392791617,2
2022-11-30,3,98,0,0,0.0862891096281117,0
2022-11-30,3,99,0,0,0.1233648930777988,0
2022-11-30,3,100,0,0,0.0736447629192227,0
2022-11-30,3,101,0,0,0.038005293915674,0
2022-11-30,3,102,0,0,0.1456633491129437,0
2022-11-30,3,103,0,0,0.1490744151008129,0
2022-11-30,3,104,0,0,0.0437166067083012,0
2022-11-30,3,105,1,1,0.3240813753842246,0
2022-11-30,3,106,0,0,0.4257236727118396,0
2022-11-30,3,107,2,2,2.0459070772190415,0
2022-11-30,3,108,1,1,0.4130943623547622,0
2022-11-30,3,109,0,0,0.0482400927309072,0
2022-11-30,3,110,0,0,0.8766282197327584,0
2022-11-30,3,111,0,0,0.0788192554959081,0
2022-11-30,3,112,0,0,0.0484196463659216,0
2022-11-30,3,113,0,0,0.1319210964783224,0
2022-11-30,3,114,0,0,0.0708936268303972,0
2022-11-30,3,115,0,0,0.1019879392164355,0
2022-11-30,3,116,1,1,1.07706295863872,0
2022-11-30,3,117,0,0,0.0662630002271313,0
2022-11-30,3,118,0,0,0.1592472024489382,0
2022-11-30,3,119,0,0,0.0425991364930808,0
2022-11-30,3,120,0,0,0.1043301765705422,0
2022-11-30,3,121,0,0,0.0831266378955604,0
2022-12-01,3,1,0,0,0.0339903680311266,0
2022-12-01,3,2,1,0,0.9889159984646412,0
2022-12-01,3,3,0,0,0.0731327566955499,0
2022-12-01,3,4,4,4,1.6097275622739673,0
2022-12-01,3,5,3,2,2.676812762157809,0
2022-12-01,3,6,0,0,0.0554676967537659,0
2022-12-01,3,7,0,0,0.181739789263041,0
2022-12-01,3,8,1,0,0.5915898031393638,0
2022-12-01,3,9,0,0,0.1372545950820338,0
2022-12-01,3,10,0,0,0.14362692453345,0
2022-12-01,3,11,0,0,0.7023706461545558,0
2022-12-01,3,12,0,0,0.1305931992043483,0
2022-12-01,3,13,5,9,2.457901854930043,2
2022-12-01,3,14,0,0,0.0839089941318604,0
2022-12-01,3,15,2,0,1.443955117994733,0
2022-12-01,3,16,0,0,0.0890510635988803,0
2022-12-01,3,17,1,1,0.849588081293291,0
2022-12-01,3,18,6,8,1.4965623009272946,2
2022-12-01,3,19,7,5,3.474704599624417,2
2022-12-01,3,20,0,0,0.0761192024679289,0
2022-12-01,3,21,0,0,0.0550020030404567,0
2022-12-01,3,22,3,2,0.6833446666430234,0
2022-12-01,3,23,1,1,0.2767194260511942,0
2022-12-01,3,24,0,0,0.1877140421952035,0
2022-12-01,3,25,1,0,0.7099094329065849,0
2022-12-01,3,26,0,0,0.026311049414943,0
2022-12-01,3,27,3,2,0.8019720074996215,0
2022-12-01,3,28,0,0,0.0037448043380479,0
2022-12-01,3,29,7,7,1.5098049261830653,2
2022-12-01,3,30,0,0,0.0725721857798973,0
2022-12-01,3,31,0,0,0.0167784273401423,0
2022-12-01,3,32,2,4,1.5016616751992515,0
2022-12-01,3,33,0,0,0.0819989547939599,0
2022-12-01,3,34,2,1,0.8809160882108884,0
2022-12-01,3,35,0,0,0.0216689354039019,0
2022-12-01,3,36,0,0,0.037348022833342,0
2022-12-01,3,37,0,0,0.0280227745508199,0
2022-12-01,3,38,0,1,0.5087742263506172,0
2022-12-01,3,39,5,4,2.5080016863155095,2
2022-12-01,3,40,0,0,0.0360764798827375,0
2022-12-01,3,41,7,3,2.6908959986227075,2
2022-12-01,3,42,0,0,0.0370327732940651,0
2022-12-01,3,43,1,1,0.2619756298901592,0
2022-12-01,3,44,0,0,0.0673796717442272,0
2022-12-01,3,45,6,5,1.6720540565134314,2
2022-12-01,3,46,0,0,0.0227814830495631,0
2022-12-01,3,47,0,0,0.0675390541719025,0
2022-12-01,3,48,6,9,1.409271706036613,2
2022-12-01,3,49,0,0,0.1830906359100623,0
2022-12-01,3,50,25,11,3.504823788356717,2
2022-12-01,3,51,0,0,0.1120484790932394,0
2022-12-01,3,52,0,0,0.0836177203026764,0
2022-12-01,3,53,0,0,0.3648450293752958,0
2022-12-01,3,54,1,1,0.3190666030033213,0
2022-12-01,3,55,0,0,0.1021775383871173,0
2022-12-01,3,56,2,4,1.0492345801180107,0
2022-12-01,3,57,0,0,0.061761361432552,0
2022-12-01,3,58,0,0,0.1588390888618676,0
2022-12-01,3,59,0,0,0.1287646669030309,0
2022-12-01,3,60,2,4,1.200440856878366,0
2022-12-01,3,61,0,0,0.0798983073549024,0
2022-12-01,3,62,0,0,0.1171858987973095,0
2022-12-01,3,63,0,0,0.0615475416868633,0
2022-12-01,3,64,0,0,0.2862983535913415,0
2022-12-01,3,65,0,0,0.1076764262179494,0
2022-12-01,3,66,0,0,0.0218654009818379,0
2022-12-01,3,67,0,0,0.3861724989280048,0
2022-12-01,3,68,13,12,2.433540109184328,2
2022-12-01,3,69,0,0,0.0265524980290194,0
2022-12-01,3,70,0,0,0.5800503627830054,0
2022-12-01,3,71,2,1,1.1497761870185386,0
2022-12-01,3,72,0,0,0.0238413970266861,0
2022-12-01,3,73,14,16,3.597684115569173,2
2022-12-01,3,74,0,0,0.1157079690962632,0
2022-12-01,3,75,0,0,0.300819981018158,0
2022-12-01,3,76,0,0,0.0824146439139497,0
2022-12-01,3,77,0,0,0.025877210588824,0
2022-12-01,3,78,0,0,0.0233533863869439,0
2022-12-01,3,79,0,0,0.0594080412762423,0
2022-12-01,3,80,0,0,0.1115319283525053,0
2022-12-01,3,81,0,0,0.0580716378216195,0
2022-12-01,3,82,0,0,0.1232534425261988,0
2022-12-01,3,83,0,0,0.1564205617022906,0
2022-12-01,3,84,0,0,3.227261206464022,0
2022-12-01,3,85,0,0,0.2117163377384585,0
2022-12-01,3,86,0,0,1.074134828447015,0
2022-12-01,3,87,0,0,0.0898690320480284,0
2022-12-01,3,88,0,0,0.0983690107653174,0
2022-12-01,3,89,0,0,0.126817238729842,0
2022-12-01,3,90,1,1,0.539717902294143,0
2022-12-01,3,91,0,0,1.2377645567118591,0
2022-12-01,3,92,0,0,0.374351849267974,0
2022-12-01,3,93,0,0,0.1085868156944513,0
2022-12-01,3,94,1,0,0.3540348383087703,0
2022-12-01,3,95,2,1,0.6137913228107479,0
2022-12-01,3,96,2,1,0.3559049422336997,0
2022-12-01,3,97,0,0,0.3490520622064892,0
2022-12-01,3,98,0,0,0.1237024678299434,0
2022-12-01,3,99,0,0,0.145386109994476,0
2022-12-01,3,100,0,0,0.3936110180763137,0
2022-12-01,3,101,0,0,0.2816881367591506,0
2022-12-01,3,102,0,0,0.2603590412332011,0
2022-12-01,3,103,0,0,0.1181063011053424,0
2022-12-02,3,1,0,0,-0.0294709814700624,0
2022-12-02,3,2,5,5,3.3126007221356133,2
2022-12-02,3,3,0,0,0.2814731823042464,0
2022-12-02,3,4,0,0,0.8116381034724611,0
2022-12-02,3,5,0,0,0.0586788506927149,0
2022-12-02,3,6,0,0,0.0839550813053691,0
2022-12-02,3,7,7,6,3.721338967421694,2
2022-12-02,3,8,1,0,0.965542787129536,0
2022-12-02,3,9,0,0,0.072573118512075,0
2022-12-02,3,10,0,0,0.0271709519529395,0
2022-12-02,3,11,9,6,3.697890599979232,2
2022-12-02,3,12,0,2,1.2373922816222347,0
2022-12-02,3,13,0,0,0.111228201862076,0
2022-12-02,3,14,0,0,0.1175981150051654,0
2022-12-02,3,15,0,0,0.112212644537891,0
2022-12-02,3,16,5,5,1.7752198454117831,2
2022-12-02,3,17,0,0,0.2331475787690564,0
2022-12-02,3,18,0,0,0.1608672608328447,0
2022-12-02,3,19,0,0,0.4030373029043943,0
2022-12-02,3,20,0,0,1.2096550626085047,0
2022-12-02,3,21,0,2,3.671086490212275,0
2022-12-02,3,22,0,0,0.3788378852069343,0
2022-12-02,3,23,1,0,0.3045572554417717,0
2022-12-02,3,24,0,0,0.0215788530751552,0
2022-12-02,3,25,4,4,1.4201988774600522,0
2022-12-02,3,26,0,0,-0.0317742068109083,0
2022-12-02,3,27,0,0,0.0407102380668362,0
