date,lane,cc_id,num_bifurcations,num_mergers,wave_length,cluster
2022-11-22,2,1,1,0,1.726347684597286,0
2022-11-22,2,2,0,1,0.8923849930507473,0
2022-11-22,2,3,4,2,3.2632598374999233,2
2022-11-22,2,4,0,0,0.0794802556466294,0
2022-11-22,2,5,0,0,0.138397010189216,0
2022-11-22,2,6,0,0,0.0938686260542809,0
2022-11-22,2,7,8,6,3.7347473072291137,1
2022-11-22,2,8,0,0,0.0459984866803395,0
2022-11-22,2,9,0,0,0.3075314148165873,0
2022-11-22,2,10,0,0,0.2187029481784037,0
2022-11-22,2,11,0,0,0.6513461539006329,0
2022-11-22,2,12,0,0,0.4888876031084521,0
2022-11-22,2,13,1,1,1.992504201498399,0
2022-11-22,2,14,0,0,0.0752347055843429,0
2022-11-22,2,15,2,1,1.5183512927931917,0
2022-11-22,2,16,0,0,0.1115840652799704,0
2022-11-22,2,17,2,1,3.5850787320994755,2
2022-11-22,2,18,0,0,0.0790099659188285,0
2022-11-22,2,19,0,0,0.15753840938698,0
2022-11-22,2,20,0,0,0.156018787561031,0
2022-11-22,2,21,0,0,0.786598030350703,0
2022-11-22,2,22,0,0,0.0178103587506868,0
2022-11-22,2,23,0,0,0.0937712261697285,0
2022-11-22,2,24,0,0,0.3212240590250346,0
2022-11-22,2,25,0,0,0.1231179560902617,0
2022-11-22,2,26,0,1,0.1062557633903864,0
2022-11-22,2,27,0,0,0.2568957676502634,0
2022-11-22,2,28,13,10,3.2186622404240524,1
2022-11-22,2,29,0,0,0.0709744254809123,0
2022-11-22,2,30,0,0,0.1515093847101241,0
2022-11-22,2,31,0,0,0.074164254111686,0
2022-11-22,2,32,0,0,0.035125199348954,0
2022-11-22,2,33,0,0,0.8275979490125351,0
2022-11-22,2,34,0,0,0.1349573591774842,0
2022-11-22,2,35,7,6,3.743431260601021,2
2022-11-22,2,36,0,0,0.2625632766078496,0
2022-11-22,2,37,0,0,0.1723956223536618,0
2022-11-22,2,38,0,0,0.0783871905112718,0
2022-11-22,2,39,0,2,3.670372616390125,0
2022-11-22,2,40,0,0,0.7682206303269652,0
2022-11-22,2,41,0,0,0.1839964670456453,0
2022-11-22,2,42,3,3,2.6016261295075793,2
2022-11-22,2,43,1,0,0.3121311351392677,0
2022-11-22,2,44,8,5,3.6585591206304,2
2022-11-22,2,45,0,0,0.0769357881171046,0
2022-11-22,2,46,0,0,0.076141936376004,0
2022-11-22,2,47,1,2,0.1574127380024421,0
2022-11-22,2,48,0,0,0.0683230643266554,0
2022-11-22,2,49,0,0,0.0468976623792443,0
2022-11-22,2,50,0,0,0.1077754888655135,0
2022-11-22,2,51,11,11,3.562964613701695,1
2022-11-22,2,52,0,0,0.2701703405449009,0
2022-11-22,2,53,0,0,0.1283043300597341,0
2022-11-22,2,54,0,0,0.3675795373861987,0
2022-11-22,2,55,0,1,0.2078698335740583,0
2022-11-22,2,56,0,0,0.0890581144305571,0
2022-11-22,2,57,0,0,0.0745121598712117,0
2022-11-22,2,58,0,0,0.2015898704984451,0
2022-11-22,2,59,0,0,0.0884220218624705,0
2022-11-22,2,60,0,0,0.1776226392217097,0
2022-11-22,2,61,0,0,0.1571329731889932,0
2022-11-22,2,62,0,0,0.0467578685325804,0
2022-11-22,2,63,0,0,0.0490079258996445,0
2022-11-22,2,64,0,0,0.2100822159657553,0
2022-11-22,2,65,2,2,0.9988600812927472,0
2022-11-22,2,66,2,2,0.7887620810364027,0
2022-11-22,2,67,0,0,0.0770900318808145,0
2022-11-22,2,68,0,0,0.1248650537680546,0
2022-11-22,2,69,0,0,0.0687436488301074,0
2022-11-28,2,1,0,0,-0.0028348773410868,0
2022-11-28,2,2,0,0,0.0939217074651068,0
2022-11-28,2,3,0,1,0.8465132769532033,0
2022-11-28,2,4,0,1,0.6105667347101615,0
2022-11-28,2,5,0,0,0.4752759810977522,0
2022-11-28,2,6,0,0,0.3109755864518533,0
2022-11-28,2,7,2,1,3.6304556080804673,2
2022-11-28,2,8,0,0,0.0919761028089922,0
2022-11-28,2,9,0,0,0.3196988790514368,0
2022-11-28,2,10,0,0,0.5141991282812128,0
2022-11-28,2,11,2,0,2.652331933710947,0
2022-11-28,2,12,4,2,1.4577499395024631,2
